fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
"This Black Women's Equal Pay Day, let's act on bold, real solutions to close the gap, like passing the Paycheck Fairness Act and investing in Black women entrepreneurs. Because we can only move forward toward a brighter, better America with justice and fairness for all.",270,45,1,23,21,11,0,0,0,0,,"{""NP"": {""DT#NNP#NNP#POS"": 1, ""NP#NNP#NNP#NNP"": 1, ""NNP#POS"": 1, ""NP#NN"": 1, ""JJ#,#JJ#NNS"": 1, ""NP#PP#S"": 1, ""NP#,#NP#,"": 1, ""DT#NNP#NNP#NNP"": 1, ""JJ#NNS#NNS"": 1, ""NN#CC#NN"": 1, ""DT"": 1}, ""VP"": {""VBG#NP"": 1, ""VBG#PP"": 1, ""VP#CC#VP"": 1, ""VBP#S"": 1, ""VB#ADVP#PP#,#ADVP"": 1, ""MD#ADVP#VP"": 1}, ""S"": {""PP#VP#NP#."": 1}, ""ADVP"": {""RBR"": 1}}",0.026,0.684,0.29,"{""D"": 5, ""^"": 2, ""Z"": 1, ""A"": 6, ""N"": 11, "","": 6, ""L"": 1, ""V"": 6, ""P"": 8, ""&"": 2, ""O"": 1, ""R"": 2}"
"Black women earn just 61 cents for every dollar earned by white men. That means a Black woman doing the same job as her white male counterpart in 2018 wouldn't have caught up until now. This gap is the result of centuries of systemic racism, gender discrimination, and exclusion.",279,49,1,26,21,11,0,0,0,0,,"{""NP"": {""NNP#NNS"": 1, ""RB#CD#NNS"": 1, ""JJ#NNS"": 1, ""DT"": 1, ""DT#JJ#NN"": 2, ""PRP$#JJ#JJ#NN"": 1, ""CD"": 1, ""RB"": 1, ""NP#VP"": 1, ""JJ#NN"": 1, ""NN#NN"": 1, ""NP#,#NP#,#CC#NP"": 1}, ""VP"": {""VBD#PP"": 1, ""VBP#SBAR"": 1, ""VBN#PRT#PP"": 1, ""VB#VP"": 1, ""MD#RB#VP"": 1, ""VBG#NP#SBAR"": 1, ""VBZ#NP"": 2}, ""SBAR"": {""NP#IN#S"": 1, ""IN#S"": 1}, ""PRT"": {""RP"": 1}}",0.12,0.88,0.0,"{""A"": 6, ""N"": 15, ""V"": 8, ""R"": 2, ""$"": 2, ""P"": 7, ""D"": 6, "","": 5, ""O"": 1, ""T"": 1, ""&"": 1}"
"Its time to end the stigma associated with reproductive freedom. That begins by sharing stories, especially when they are difficult. Thank you to all those, including the NARAL members I met yesterday, whove summoned the courage to share theirs.",245,39,1,19,17,2,1,1,0,0,,"{""NP"": {""PRP$#NN#S"": 1, ""JJ#NN"": 1, ""DT"": 1, ""NN#NNS"": 1, ""NP#,#SBAR"": 1, ""PDT#DT"": 1, ""DT#JJ#NNS"": 1, ""NP#SBAR"": 1, ""DT#NN#S"": 1}, ""VP"": {""VBN#PP"": 1, ""VBP#ADJP"": 1, ""VBZ#PP"": 1, ""VB#NP#PP"": 1, ""VBD#NP"": 2, ""VP#,#PP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""PP"": {""VBG#NP"": 1}, ""WHADVP"": {""RB#WRB"": 1}, ""ADJP"": {""JJ"": 1}, ""SBAR"": {""WHADVP#S"": 1, ""S"": 1}}",0.051,0.648,0.302,"{""L"": 2, ""N"": 7, ""P"": 5, ""V"": 10, ""D"": 4, ""A"": 2, "","": 6, ""O"": 5, ""R"": 2, ""X"": 1, ""^"": 1}"
A 30-minute phone call with the NRA was all it took to remind this president whos in charge. Apparently they have him by the...base. And that puts American lives at risk.,170,31,1,21,16,11,1,1,0,0,,"{""NP"": {""DT#JJ#NN#NN"": 1, ""DT#NNP"": 1, ""DT"": 2, ""DT#NN#NNS"": 1, ""NP#SBAR"": 1, ""JJ#NNS"": 1}, ""PP"": {""IN#FRAG"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VBD#S"": 1, ""VBD#NP"": 1, ""VBP#NP#PP"": 1, ""VBZ#NP#PP"": 1}, ""S"": {""ADVP#NP#VP#."": 1, ""CC#NP#VP#."": 1}, ""SBAR"": {""S"": 1}, ""X"": {""DT"": 1}, ""FRAG"": {""X#:#NP"": 1}}",0.068,0.932,0.0,"{""D"": 5, ""A"": 1, ""N"": 6, ""V"": 6, ""P"": 5, ""^"": 2, ""O"": 4, ""L"": 1, "","": 4, ""R"": 1, ""&"": 1}"
"At a moment when we have such a sustained assault on reproductive freedom, I believe it is vital that Democrats be vocal in standing up for womenand that men running for president be twice as vocal about this issue at this time.",228,42,1,24,2,11,1,0,0,0,,"{""NP"": {""PDT#DT#JJ#NN"": 1, ""JJ#NN"": 1, ""NP#SBAR"": 1, ""NNPS"": 1, ""NP#VP"": 1}, ""WHADVP"": {""WRB"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBP#NP#PP"": 1, ""VBG#PP"": 1, ""VB#ADJP#PP"": 1, ""VBG#PRT#PP#SBAR"": 1, ""VB#ADJP"": 1, ""VBZ#ADJP#SBAR"": 1, ""VBP#SBAR"": 1}, ""S"": {""PP#,#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""IN#S"": 2, ""S"": 1}, ""ADJP"": {""JJ"": 1, ""RB#RB#JJ"": 1, ""JJ#PP"": 1}, ""PRT"": {""RP"": 1}}",0.082,0.779,0.139,"{""P"": 9, ""D"": 5, ""N"": 8, ""R"": 2, ""O"": 3, ""V"": 8, ""X"": 1, ""A"": 5, "","": 2, ""T"": 1}"
"Were facing a climate crisis, and we must summon the courage to confront it before its too late. Thank you, Governor Inslee, for demanding that America meet the urgency of the moment.",183,32,1,17,2,1,0,0,1,0,,"{""NP"": {""DT#NN#NN"": 1, ""PRP$#RB"": 1, ""DT#NN#S"": 1, ""NP#,#NP#,"": 1}, ""VP"": {""VBG#NP"": 1, ""VBD#VP"": 1, ""VB#NP#PP#ADVP"": 1, ""MD#VP"": 1, ""VBP#NP"": 1, ""VBG#SBAR"": 1}, ""S"": {""S#,#CC#S#."": 1, ""VP#."": 1}, ""PP"": {""IN#S"": 1}, ""SBAR"": {""IN#S"": 1}}",0.195,0.66,0.145,"{""V"": 8, ""D"": 4, ""N"": 5, "","": 5, ""&"": 1, ""O"": 3, ""P"": 5, ""L"": 1, ""R"": 1, ""A"": 1, ""^"": 3}"
"Politics is about who you fight for and whose lives you want to make better. Trump would raise costs for drivers, hurt farmers, and undermine the livelihood of auto workersall to give Big Oil and their executives a windfall. Thats all you need to know.",252,45,1,25,1,11,0,0,1,0,,"{""NP"": {""NN#NN"": 1, ""PRP$#NNS"": 1, ""NP#NP"": 1, ""NP#CC#NP"": 1}, ""WHNP"": {""WP"": 1, ""WP$#NNS"": 1}, ""WHPP"": {""IN#WHNP"": 1}, ""PP"": {""IN"": 1}, ""VP"": {""VB#PP"": 1, ""VB#ADVP"": 1, ""VBP#S"": 2, ""VBZ#SBAR"": 1, ""VB#NP#S"": 1, ""VP#,#VP#,#CC#VP"": 1, ""MD#VP"": 1, ""VB"": 1}, ""S"": {""NP#RB#NP#VP#."": 1}, ""SBAR"": {""WHPP#S"": 1, ""WHNP#S"": 1, ""SBAR#CC#SBAR"": 1}, ""ADVP"": {""RBR"": 1}}",0.157,0.728,0.115,"{""N"": 10, ""V"": 12, ""P"": 7, ""O"": 4, ""&"": 3, ""L"": 2, ""A"": 2, "","": 5, ""^"": 1, ""D"": 4}"
Weve got to take a stand when Republicans target Title X funding.,65,12,1,7,23,11,0,0,1,0,,"{""NP"": {""NNPS"": 1, ""NP#VP"": 1}, ""WHADVP"": {""WRB"": 1}, ""VP"": {""VBG"": 1, ""VBP#NP"": 1, ""VB#NP#SBAR"": 1, ""VBD#S"": 1}, ""SBAR"": {""WHADVP#S"": 1}}",0.0,1.0,0.0,"{""L"": 1, ""V"": 2, ""P"": 1, ""D"": 1, ""N"": 5, ""R"": 1, ""E"": 1, "","": 1}"
ilyse hogueou for having me. Today's conversation was a reminder of the work yet to be done to achieve reproductive justiceand an urgent call on all of us to stand up to this administration's unprecedented attacks on women's rights and reproductive freedom.,257,42,1,24,22,11,0,1,0,0,,"{""NP"": {""NNP#POS"": 1, ""NP#NN"": 1, ""JJ"": 1, ""DT#JJ#NN"": 1, ""DT"": 1, ""DT#NN#POS"": 1, ""NP#JJ#NNS"": 1, ""NNS#POS"": 1, ""NP#NNS#CC#JJ#NN"": 1, ""NP#VP"": 1}, ""VP"": {""VBG#NP"": 1, ""VB#ADJP"": 1, ""VB#PRT#PP#PP"": 1, ""VBN#NP#PP#S"": 1, ""VBN#S"": 1, ""VB#VP"": 1, ""VBD#NP#S"": 1}, ""S"": {""VP#."": 1, ""RB#VP"": 1}, ""PP"": {""IN#S"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""PRT"": {""RP"": 1}}",0.062,0.81,0.128,"{""L"": 1, ""N"": 9, ""P"": 9, ""V"": 6, ""O"": 2, "","": 2, ""S"": 3, ""D"": 5, ""R"": 1, ""A"": 4, ""T"": 1, ""&"": 1}"
"I'm about to join NARAL members in Iowa to discuss the urgency of this moment, and why we must come together to confront unprecedented attacks on women's rights and reproductive justice. I hope you'll tune in. ",210,36,1,21,16,11,0,1,1,0,,"{""NP"": {""JJ#NNS"": 2, ""NNS#POS"": 1, ""NP#NNS#CC#JJ#NN"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VB#PRT#S"": 1, ""MD#VP"": 2, ""VB#NP#PP#SBAR"": 1, ""IN#S"": 1, ""VBP#VP"": 1, ""VB#PRT"": 1, ""VBP#SBAR"": 1}, ""SBAR"": {""S"": 2, ""WHADVP#S"": 1, ""SBAR#,#CC#SBAR"": 1}, ""WHADVP"": {""WRB"": 1}, ""PRT"": {""RP"": 2}}",0.107,0.696,0.197,"{""L"": 2, ""P"": 8, ""V"": 7, ""^"": 2, ""N"": 6, ""D"": 2, "","": 3, ""&"": 2, ""R"": 2, ""O"": 2, ""A"": 2, ""S"": 1}"
"We're in a moment of crisis, with women's rights and reproductive freedom facing unprecedented attacks. I'm proud to stand with organizations like NARAL in this fight, and I can't wait for today's conversation.",210,33,1,15,15,11,0,1,1,0,,"{""NP"": {""NNS#POS"": 1, ""NP#NNS#CC#JJ#NN"": 1, ""JJ#NNS"": 1, ""NP#VP"": 1, ""NN#POS"": 1, ""NP#NN"": 1}, ""VP"": {""VBG#NP"": 1, ""VBP#PP#,#PP"": 1, ""VB#PP#PP"": 1, ""VBP#ADJP"": 1, ""VB#PP"": 1, ""MD#RB#VP"": 1}, ""S"": {""S#,#CC#S#."": 1}, ""ADJP"": {""JJ#S"": 1}}",0.223,0.558,0.219,"{""L"": 2, ""P"": 8, ""D"": 2, ""N"": 8, "","": 4, ""S"": 2, ""&"": 2, ""A"": 3, ""V"": 4, ""^"": 1, ""O"": 1}"
"The vast majority of Americans know we must act, and the vast majority of Americans agree on how. But nothing gets done because Washington is a captive to an unchecked corporate gun lobby. We can't wait anymore. Children are dying. Hate is rising. Now is the time to say enough.",278,50,1,32,23,1,0,0,1,0,,"{""NP"": {""DT#JJ#NN"": 2, ""NNPS"": 2, ""WRB"": 1, ""DT#ADJP#NN#NN"": 1, ""RB"": 2, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""MD#VP"": 1, ""VBP#SBAR"": 1, ""VBP#PRT#NP"": 1, ""VBZ#NP"": 2, ""VBN#SBAR"": 1, ""VBZ#VP"": 2, ""VB#ADVP"": 1, ""MD#RB#VP"": 1, ""VBP#ADJP"": 1, ""VBG"": 1}, ""S"": {""S#,#CC#S#."": 1, ""CC#NP#VP#."": 1}, ""SBAR"": {""S"": 1, ""IN#S"": 1}, ""PRT"": {""RP"": 1}, ""ADJP"": {""JJ#JJ"": 1, ""VBG"": 1}}",0.145,0.803,0.052,"{""D"": 5, ""A"": 4, ""N"": 8, ""P"": 6, ""^"": 3, ""V"": 16, ""O"": 2, "","": 7, ""&"": 2, ""R"": 4}"
"400 years ago a ship carrying more than 20 enslaved Africans arrived in Virginia. On the anniversary of that fateful day, let us summon the courage to reckon with our pastand act boldly to break with the racial and economic structures that are its legacy. ",256,45,1,27,20,1,0,0,1,0,,"{""NP"": {""CD#NNS"": 1, ""QP#JJ#NNPS"": 1, ""NP#VP"": 1, ""DT#JJ#NN"": 1, ""PRP$#JJ#NN"": 1, ""DT#JJ#CC#JJ#NNS"": 1, ""NP#SBAR"": 1, ""DT#NN#S"": 1}, ""ADVP"": {""RB#NP"": 1, ""RB#S"": 1}, ""QP"": {""JJR#IN#CD"": 1}, ""VP"": {""ADVP#VBG#NP"": 1, ""VBD#PP"": 1, ""VBP#NP"": 1, ""VB#PP"": 1, ""VB#PP#ADVP"": 1, ""VB#S"": 1}, ""S"": {""PP#,#VP#."": 1}, ""WHNP"": {""WDT"": 1}, ""SBAR"": {""WHNP#S"": 1}}",0.06,0.826,0.115,"{""$"": 2, ""N"": 8, ""P"": 10, ""D"": 6, ""V"": 9, ""A"": 4, ""^"": 2, "","": 3, ""O"": 1, ""R"": 1, ""&"": 1, ""L"": 1}"
Womens rights are under attack. Todays Title X development makes the work of organizations like NARAL all the more urgent and necessaryand Im proud to stand with them. See you on Wednesday.,189,32,1,16,1,1,0,1,1,0,,"{""NP"": {""JJ#NNS"": 1, ""NNP#NNP#NNP#NN"": 1}, ""VP"": {""VBP#PP"": 1, ""VBZ#S"": 1, ""VB#PP"": 1, ""VBD#S"": 1, ""VP#CC#VP"": 1, ""VB#NP#PP"": 1}, ""S"": {""NP#ADJP"": 2, ""VP#."": 1}, ""ADVP"": {""DT#DT"": 1}, ""ADJP"": {""ADVP#RBR#JJ"": 1, ""JJ#S"": 1}}",0.082,0.714,0.204,"{""^"": 4, ""N"": 6, ""V"": 4, ""P"": 6, "","": 3, ""S"": 1, ""E"": 1, ""D"": 2, ""X"": 1, ""A"": 3, ""&"": 1, ""L"": 1, ""O"": 2}"
"The current occupant of the White House is the symptom of much larger problems, and we need a new approach to solve them.I'm running for president because were running out of time to act.",187,35,3,21,21,11,0,0,1,0,,"{""NP"": {""DT#JJ#NN"": 1, ""DT#NNP#NNP"": 1, ""ADJP#NNS"": 1, ""DT#JJ#NN#S"": 1}, ""ADJP"": {""RB#JJR"": 1}, ""VP"": {""VBZ#NP"": 1, ""VB"": 1, ""VBG#PRT#PP#S"": 1, ""VBD#VP"": 1, ""VBG#PP#SBAR"": 1, ""VBP#VP"": 1, ""VB#SBAR"": 1, ""VBP#NP"": 1}, ""S"": {""S#,#CC#S#."": 1}, ""PRT"": {""RP"": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 1}}",0.076,0.873,0.051,"{""D"": 4, ""A"": 4, ""N"": 6, ""P"": 8, ""^"": 2, ""V"": 7, "","": 3, ""&"": 1, ""O"": 2, ""L"": 1}"
"This is an attack on women. Enforcing this new 'gag rule' will cost millions of womenespecially low-income women of coloraccess to safe, affordable care.  ",155,24,1,12,20,11,0,0,1,2,,"{""NP"": {""DT"": 1, ""DT#JJ#``#NN#NN"": 1, ""JJ#JJ#NNS"": 1, ""ADJP#NN"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBG#NP"": 1, ""VB#NP#PP"": 1, ""MD#VP"": 1}, ""S"": {""S#VP#."": 1}, ""ADJP"": {""JJ#,#JJ"": 1}}",0.174,0.633,0.193,"{""O"": 1, ""V"": 4, ""D"": 2, ""N"": 8, ""P"": 4, "","": 5, ""A"": 4, ""R"": 1}"
So glad to join Goodwill Industries and our own Group Violence Intervention team to discuss the urgency of our work on preventing gun violence in South Bend and what our partnership has taught us.,196,34,1,22,16,1,1,1,0,0,,"{""ADJP"": {""RB#JJ"": 1}, ""NP"": {""NNP#NNPS"": 1, ""PRP$#JJ#NNP#NNP#NN#NN"": 1, ""NP#CC#NP"": 1, ""NN#NN"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBG#NP#PP"": 1, ""VB#NP#PP"": 1, ""VBN#NP"": 1, ""VBZ#VP"": 1, ""VB#NP#SBAR"": 1}, ""SBAR"": {""S"": 1, ""WHNP#S"": 1, ""SBAR#CC#SBAR"": 1}, ""WHNP"": {""WP"": 1}, ""FRAG"": {""ADJP#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.257,0.616,0.127,"{""R"": 1, ""A"": 2, ""P"": 5, ""V"": 5, ""^"": 4, ""&"": 2, ""D"": 4, ""N"": 9, ""O"": 2, "","": 1}"
"Right now, almost 18 years after September 11th, somebody is packing their bags for Afghanistanand they're wondering why we're still there. It's time to bring our troops home.",175,28,1,10,0,1,1,0,0,0,,"{""ADVP"": {""RB#RB"": 1, ""JJ"": 1}, ""NP"": {""RB#CD#NNS"": 1, ""NP#ADVP"": 1, ""PRP$#NNS"": 1, ""PRP$#NNS#NN"": 1, ""NN#S"": 1}, ""PP"": {""NP#IN#NP"": 1}, ""WHADVP"": {""WRB"": 1}, ""VP"": {""VBP#ADVP#ADVP"": 1, ""VBG#SBAR"": 1, ""VBP#VP"": 1, ""VBG#NP#PP#SBAR"": 1, ""VBZ#VP"": 1, ""VBZ#NP"": 1}, ""S"": {""ADVP#,#PP#,#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""S"": 1}}",0.0,1.0,0.0,"{""R"": 6, "","": 4, ""$"": 2, ""N"": 6, ""P"": 3, ""^"": 2, ""V"": 4, ""D"": 2, ""L"": 3}"
