fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
"Were halfway to our goal! Please consider contributing to Born This Way to celebrate 7 years and be part of whats next. Every dollar raised will go to , which teaches young people how to help their peers through mental health crises  ",234,42,1,20,21,1,0,1,1,1,💗:1,"{""NP"": {""CD#NNS"": 1, ""DT#NN#S"": 1, ""NP#ADVP"": 1, ""JJ#NNS"": 1, ""PRP$#NNS"": 1, ""JJ#NN#NNS"": 1}, ""PP"": {""TO"": 1}, ""SQ"": {""VBD#NP#PP#."": 1}, ""ROOT"": {""SQ"": 1}, ""INTJ"": {""UH"": 1}, ""VP"": {""VBG#S"": 1, ""VB#S"": 1, ""VP#CC#VP"": 1, ""VB#NP#PP"": 1, ""VBZ#NP#SBAR"": 1, ""VB#PP#,#SBAR"": 1, ""MD#VP"": 1, ""VBD#SBAR"": 1}, ""S"": {""INTJ#VP#."": 1}, ""ADVP"": {""JJ"": 1}, ""WHNP"": {""WDT"": 1}, ""WHADVP"": {""WRB"": 1}, ""SBAR"": {""WHADVP#S"": 1, ""WHNP#S"": 1, ""S"": 1}}",0.0,0.804,0.196,"{""V"": 12, ""R"": 2, ""P"": 7, ""D"": 5, ""N"": 9, "","": 3, ""$"": 1, ""&"": 1, ""L"": 1, ""A"": 3}"
"Celebrate Born This Ways 7th anniversary  Were proud to work with young people to build the kinder, braver world they deserve. Join us to celebrate 7 years of prioritizing wellness & kindness, and contribute to our future! ",223,37,1,20,17,1,1,1,1,0,💪:1,"{""NP"": {""DT#NNPS#JJ#NN"": 1, ""JJ#NNS"": 2, ""DT#JJR#,#JJ#NN"": 1, ""NP#SBAR"": 1, ""CD#NNS"": 1, ""NP#CC#NP"": 1}, ""VP"": {""VBP"": 1, ""VB#PP#S"": 1, ""VBD#ADJP"": 1, ""VBD#SBAR"": 1, ""VB#PP"": 1, ""VP#,#CC#VP"": 1, ""VB#S"": 1}, ""S"": {""VP#."": 1}, ""SBAR"": {""S"": 2}, ""ADJP"": {""JJ#S"": 1}}",0.0,0.514,0.486,"{""V"": 10, ""D"": 3, ""N"": 8, ""A"": 5, ""P"": 6, "","": 4, ""O"": 2, ""$"": 1, ""&"": 2}"
 Get Jackson & Ally merch at a special price for a limited time  ,65,13,1,8,1,1,0,0,1,0,🌟:2,"{""NP"": {""NNP#CC#NNP#NN"": 1, ""DT#JJ#NN"": 2}, ""VP"": {""VB#NP#PP"": 1}}",0.151,0.635,0.214,"{""V"": 1, ""^"": 2, ""&"": 1, ""N"": 3, ""P"": 2, ""D"": 2, ""A"": 2}"
In celebration of A STAR IS BORN ENCORE  get the official soundtrack on Amazon Music for $2.99 today only! ,107,19,1,10,21,1,1,1,1,0,🌟:1,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#JJ#NN"": 1, ""$#CD"": 1, ""NP#PP#NP"": 1}, ""VP"": {""VBP#NP#PP#ADVP"": 1}, ""S"": {""PP#NP#VP#."": 1}}",0.0,0.895,0.105,"{""P"": 4, ""N"": 6, ""D"": 2, ""V"": 3, ""A"": 1, ""^"": 1, ""$"": 1, ""R"": 1, "","": 1}"
 u Jimmy! Tune in tonight!,26,5,1,3,4,1,1,0,0,0,,"{""NP"": {""NNP#NNP#."": 1, ""RB"": 1}, ""ROOT"": {""NP"": 1}, ""VP"": {""VB#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""O"": 1, ""^"": 1, "","": 2, ""V"": 1, ""P"": 1, ""N"": 1}"
Shallow  ,9,1,1,0,23,1,0,0,1,0,🌟:1,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""A"": 1}"
"A moment in my life I will never forget. My whole artistic journey flashed before my eyes. Thank you to the Academy and to the gentlemen who wrote and performed this song with me.  Mark Seliger, VANITY FAIR",206,38,1,22,19,1,1,1,0,0,📸:1,"{""NP"": {""PRP$#NN#NN"": 1, ""PRP$#JJ#JJ#NN"": 1, ""PRP$#NNS"": 1, ""DT#NNP"": 1, ""DT#NNS"": 1, ""NP#SBAR"": 1, ""NP#,#NP"": 1}, ""PP"": {""PP#CC#PP"": 1}, ""VP"": {""VB"": 1, ""MD#ADVP#VP"": 1, ""VBD#PP"": 1, ""VBD"": 1, ""VBD#NP#PP"": 1, ""VP#CC#VP"": 1, ""VB#NP#PP"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""NP"": 1}, ""WHNP"": {""WP"": 1}, ""SBAR"": {""WHNP#S"": 1}}",0.063,0.765,0.172,"{""D"": 7, ""N"": 8, ""P"": 5, ""O"": 4, ""V"": 6, ""R"": 1, "","": 4, ""A"": 2, ""^"": 3, ""&"": 2}"
Nothing could be more special than sharing this moment at the Oscars with a true friend and artistic genius.,108,19,1,10,2,1,1,0,0,0,,"{""NP"": {""DT#NNPS"": 1, ""DT#JJ#NN"": 1, ""JJ#NN"": 1, ""NP#CC#NP"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBG#NP#PP#PP"": 1, ""VB#ADJP"": 1, ""MD#VP"": 1}, ""ADJP"": {""RBR#JJ#PP"": 1}}",0.0,0.537,0.463,"{""N"": 4, ""V"": 3, ""R"": 1, ""A"": 3, ""P"": 3, ""D"": 3, ""^"": 1, ""&"": 1, "","": 1}"
 ,1,0,1,0,0,1,1,0,0,1,🌟:1,{},0.0,0.0,0.0,{}
Watch  on iTunes now  ,22,4,1,2,17,1,1,1,1,1,🌟:1,"{""VP"": {""VB#PP#ADVP"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""P"": 1, ""^"": 1, ""R"": 1}"
"Happy Valentines Day. A tattoo toast to la vie en rose by the beautiful Winterstone my spinal cord is now a rose...plus I got my name, written in music matching my bestie and manager Bobby Campbell",197,36,1,20,21,1,1,1,0,0,🖤:1,"{""NP"": {""NNP#NNP#NNP#."": 1, ""DT#JJ#NN"": 2, ""PRP$#JJ#NN"": 1, ""DT#NX"": 1, ""PRP$#NN#CC#NN"": 1, ""NP#SBAR#,#VP"": 1}, ""ROOT"": {""NP"": 1, ""SINV"": 1}, ""ADVP"": {""NP#IN"": 1, ""CC"": 1}, ""NX"": {""NN"": 1}, ""VP"": {""VBZ#ADVP#NP"": 1, ""VBD#NP"": 1, ""VBG#NP"": 1, ""VBN#PP#S"": 1, ""ADVP#VBD#PP"": 1}, ""S"": {""ADVP#NP#VP"": 1, ""S#:#S"": 1}, ""SBAR"": {""S"": 1}, ""SINV"": {""VP#NP"": 1}}",0.0,0.803,0.197,"{""A"": 3, ""Z"": 1, ""N"": 11, "","": 3, ""D"": 6, ""P"": 4, ""^"": 4, ""V"": 4, ""R"": 1, ""&"": 2, ""O"": 1}"
Musical crisis averted. Too many tequilas forgot the fifth staff line poor thing. Heres the real deal  ,103,17,1,8,20,1,1,0,0,1,😎:1,"{""NP"": {""JJ#NN"": 1, ""ADJP#NNS"": 1, ""DT#JJ#NN#NN#JJ#NN"": 1, ""DT#JJ#NN"": 1}, ""VP"": {""VBN"": 1, ""VBD#NP"": 1, ""VBZ"": 1}, ""ROOT"": {""SINV"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""SINV"": {""VP#NP"": 1}}",0.378,0.622,0.0,"{""A"": 5, ""N"": 6, ""V"": 3, "","": 2, ""R"": 1, ""D"": 2}"
"It is so hard to be a woman in this industry. What it takes, how hard we work through the disrespectful challenges, just to make art. I love you Cardi. You deserve your awards. Lets celebrate her fight. Lift her up & honor her. She is brave.",241,47,1,34,2,1,1,0,0,0,,"{""NP"": {""PRP$#NNS"": 1, ""CC#NN"": 1, ""NP#NP"": 1}, ""ADJP"": {""RB#JJ"": 1, ""JJ"": 1}, ""VP"": {""VBZ#ADJP#S"": 1, ""VBP#PP"": 1, ""VBZ#,#SBAR"": 1, ""VBZ#,#ADVP#S"": 1, ""VBP#S"": 1, ""VBP#NP"": 2, ""VB#NP#PP"": 1, ""VBZ#ADJP"": 1}, ""S"": {""SBAR#VP#."": 1, ""NP#NP"": 1, ""VP#."": 1}, ""WHNP"": {""WP"": 1}, ""WHADVP"": {""WRB#JJ"": 1}, ""SBAR"": {""WHADVP#S"": 1, ""WHNP#S"": 1}}",0.105,0.582,0.313,"{""O"": 10, ""V"": 11, ""R"": 3, ""A"": 4, ""P"": 4, ""D"": 5, ""N"": 7, "","": 9, ""L"": 1, ""T"": 1, ""&"": 1}"
