fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
Smile,5,1,1,0,21,1,1,0,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,0.0,1.0,"{""V"": 1}"
Get your tickets to the  featuring Tory Lanez $ex $ymbol Joyner Lucas &  NOW! ,78,14,1,8,17,4,1,3,1,2,,"{""NP"": {""PRP$#NNS"": 1, ""DT#NNP#NNP#NNP"": 1, ""$#CD"": 1, ""NP#ADJP"": 1, ""NNP#NNP#CC#NNP"": 1, ""NP#NP"": 2}, ""ADJP"": {""$#JJ"": 1}, ""VP"": {""VB#NP#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 2, ""N"": 2, ""P"": 1, ""^"": 6, ""&"": 1, ""R"": 1, "","": 1}"
,0,0,0,0,19,1,0,0,1,0,"💪:1,🏽:1",{},0.0,0.0,0.0,{}
Whats some of your favorite songs from ?! ,42,8,1,5,19,1,0,0,1,1,,"{""NP"": {""DT"": 1, ""PRP$#JJ#NNS"": 1, ""NP#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.68,0.32,"{""L"": 1, ""D"": 2, ""P"": 2, ""A"": 1, ""N"": 1, "","": 1}"
 available NOW!  ,17,2,1,1,17,4,0,0,1,1,🙏:1,"{""ADJP"": {""JJ"": 1, ""FW#."": 1}, ""FRAG"": {""ADJP#ADJP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""R"": 1, "","": 1}"
Tonight! 9pm NYC TIME / 6pm LA TIME! Make sure to use the hashtag ,66,14,1,11,23,4,1,0,0,1,,"{""INTJ"": {""UH#."": 1}, ""ROOT"": {""INTJ"": 1, ""FRAG"": 1}, ""NP"": {""CD#NN"": 2}, ""FRAG"": {""NP#NP"": 1, ""NP#NP#."": 1, ""FRAG#:#FRAG"": 1}, ""VP"": {""VB#ADJP"": 1}, ""ADJP"": {""JJ#S"": 1}}",0.0,0.806,0.194,"{""N"": 4, "","": 3, ""$"": 2, ""^"": 2, ""V"": 2, ""A"": 1, ""P"": 1, ""D"": 1}"
Tickets to the  featuring Tory Lanez $ex $ymbol Joyner Lucas &  are available now! With every pair of tickets purchased you get a copy of the album to redeem! ,159,29,1,17,18,1,1,3,1,2,,"{""NP"": {""DT#NNP#NNP#NNP"": 1, ""$#CD"": 2, ""NP#NP"": 1, ""SYM"": 1, ""NP#VP"": 1, ""DT#NN#S"": 1}, ""X"": {""NP#NP#NP"": 1, ""X#NP"": 1}, ""ADJP"": {""JJ#ADVP"": 1}, ""VP"": {""VBP#ADJP"": 1, ""VBN"": 1, ""VB"": 1, ""VBP#NP"": 1}, ""FRAG"": {""X#VP#."": 1}, ""ROOT"": {""FRAG"": 1}, ""S"": {""PP#NP#VP#."": 1}}",0.0,1.0,0.0,"{""N"": 6, ""P"": 5, ""D"": 4, ""^"": 6, ""&"": 1, ""V"": 4, ""A"": 1, ""R"": 1, "","": 2, ""O"": 1}"
 available now! Thank you for all the love.  ,45,8,1,5,21,4,0,0,1,1,🙏:1,"{""ADJP"": {""JJ#RB"": 1}, ""FRAG"": {""ADJP#."": 1}, ""ROOT"": {""FRAG"": 1}, ""NP"": {""PDT#DT#NN"": 1}, ""VP"": {""VB#NP#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,0.462,0.538,"{""A"": 1, ""R"": 1, "","": 2, ""V"": 1, ""O"": 1, ""P"": 1, ""D"": 2, ""N"": 1}"
You can also grab your exclusive  album merchandise here which includes a digital copy of the album! ,101,17,1,10,23,4,0,0,1,1,,"{""NP"": {""PRP$#JJ#NN#NN"": 1, ""DT#JJ#NN"": 1}, ""WHNP"": {""WDT"": 1}, ""VP"": {""VBZ#NP"": 1, ""VB#NP#ADVP#SBAR"": 1, ""MD#ADVP#VP"": 1}, ""SBAR"": {""WHNP#S"": 1}}",0.0,0.893,0.107,"{""O"": 2, ""V"": 3, ""R"": 2, ""D"": 3, ""A"": 2, ""N"": 4, ""P"": 1, "","": 1}"
! Don't forget to redeem your album codes with your tour ticket purchase. Check your emails and spam folders. INDIGO AVAILABLE EVERYWHERE NOW! ,143,23,1,10,23,4,0,0,1,1,,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 1}, ""NP"": {""PRP$#NN#NNS"": 1, ""PRP$#NN#NN#NN"": 1, ""PRP$#NNS"": 1, ""NNP#NNP#NNP#NNP#."": 1}, ""VP"": {""VB#NP#PP"": 1, ""VB#S"": 1, ""VB#RB#VP"": 1, ""VP#CC#VP"": 1}, ""S"": {""VP#."": 2}}",0.125,0.808,0.067,"{"","": 4, ""V"": 4, ""P"": 2, ""D"": 3, ""N"": 9, ""&"": 1, ""R"": 3}"
INDIGO IS OUT NOW! What's some of your favorite songs?! ,56,10,1,6,17,4,0,0,1,0,,"{""NP"": {""DT"": 1, ""PRP$#JJ#NNS#NN"": 1}, ""VP"": {""VBZ#NP"": 1}, ""ROOT"": {""SBARQ"": 1}, ""WHNP"": {""WP"": 1}, ""SQ"": {""VBZ#NP"": 1}, ""SBARQ"": {""WHNP#SQ"": 1}}",0.0,0.715,0.285,"{""^"": 1, ""V"": 1, ""R"": 2, "","": 2, ""L"": 1, ""D"": 2, ""P"": 1, ""A"": 1, ""N"": 1}"
 THE ALBUM IS AVAILABLE EVERYWHERE NOW! Thank you to all my fans for the support and love. I MIGHT GO LIVE TODAY ON MY INSTAGRAM!.   ,133,25,1,16,4,4,0,0,1,2,"🔮:1,🙏:1","{""NP"": {""DT#NNP"": 1, ""PDT#PRP$#NNS"": 1, ""NNP#NNP#NNP"": 1, ""NNP#NNP#."": 1}, ""VP"": {""VBZ#NP#ADVP"": 1, ""VB#NP#PP#PP"": 1, ""VB"": 1, ""VP#CC#VP"": 1, ""VBP#NP"": 1}, ""S"": {""VP#."": 1}}",0.0,0.678,0.322,"{""D"": 4, ""N"": 5, ""V"": 4, ""A"": 1, ""R"": 3, "","": 3, ""O"": 2, ""P"": 3, ""X"": 1, ""&"": 1, ""^"": 1}"
TEAM BREEZY!!! To celebrate  Im releasing new album merch + digital bundles. Click here to get yours today! ,108,18,1,8,16,1,1,0,1,1,,"{""NP"": {""JJ#NN"": 1, ""JJ#JJ#NNS"": 1}, ""VP"": {""VBG#S"": 1, ""VB#S"": 1, ""VBZ#S"": 1, ""VB#ADVP#S"": 1}, ""S"": {""VP#."": 1}}",0.0,0.767,0.233,"{""N"": 5, ""^"": 1, "","": 3, ""P"": 2, ""V"": 4, ""L"": 1, ""A"": 2, ""&"": 1, ""R"": 1, ""O"": 1}"
 TRILLER,8,1,1,0,3,1,1,1,0,1,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1}"
2 DAYS  ,8,2,1,2,0,4,1,0,1,1,,"{""NP"": {""CD#NN"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""N"": 1}"
 available everywhere now! Justin Bieber INK  JUNE 28th ,56,8,1,4,20,4,1,2,1,2,🔮:1,"{""ADJP"": {""JJ"": 1}, ""VP"": {""VBG#ADVP"": 1}, ""FRAG"": {""ADJP#S#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}, ""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""R"": 2, "","": 1, ""^"": 4, ""$"": 1}"
Pre-order my new album  now! Out everywhere June 28th!!!! ,58,9,1,5,17,4,1,0,1,1,,"{""NP"": {""PRP$#JJ#NN"": 1, ""NNP#NNP#NNP"": 1}, ""ADVP"": {""RB#RB"": 1}, ""VP"": {""VB#NP#ADVP"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""FRAG"": 1}, ""FRAG"": {""ADVP#NP"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 1, ""A"": 1, ""N"": 1, ""R"": 2, "","": 2, ""P"": 1, ""^"": 1, ""$"": 1}"
Tickets to the  featuring Tory Lanez $ex $ymbol Joyner Lucas &  are available now! ,83,14,1,7,21,4,1,3,1,2,,"{""NP"": {""DT#NNP#NNP#NNP"": 1, ""$#CD"": 2, ""NP#NP"": 1, ""SYM"": 1}, ""X"": {""NP#NP#NP"": 1, ""X#NP"": 1}, ""ADJP"": {""JJ#ADVP"": 1}, ""VP"": {""VBP#ADJP"": 1}, ""FRAG"": {""X#VP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""N"": 2, ""P"": 1, ""D"": 1, ""^"": 6, ""&"": 1, ""V"": 1, ""A"": 1, ""R"": 1, "","": 1}"
ALBUM OUT THIS WEEK! . ,23,5,1,3,16,4,0,0,1,1,,"{""NP"": {""NNP#NNP#NNP"": 1, ""NNP#."": 1, ""NP#NP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 2, ""P"": 1, ""D"": 1, "","": 2}"
.Jamie Foxx ME AND BIG BRO COOKING ,35,7,1,5,18,4,1,1,0,0,"🙏:1,🏽:1","{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 1}, ""NP"": {""NNP#NNP#NNP#CC#NNP"": 1, ""NP#NP"": 1}}",0.0,1.0,0.0,"{"","": 1, ""^"": 2, ""O"": 1, ""&"": 1, ""A"": 1, ""N"": 1, ""V"": 1}"
,0,0,0,0,18,4,1,0,0,0,,{},0.0,0.0,0.0,{}
Got a few friends taking over my Spotify playlist for my  playlist series. First up is Yung Gunna ,98,18,1,10,19,4,1,2,1,1,🔥:1,"{""NP"": {""DT#JJ#NNS"": 1, ""PRP$#NNP#NN"": 1, ""PRP$#JJ#NN"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBG#PRT#NP#PP"": 1, ""VBN#S"": 1, ""VBZ"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""SINV"": 1}, ""ADVP"": {""RB#RB"": 1}, ""SINV"": {""ADVP#VP#NP"": 1}}",0.0,0.838,0.162,"{""V"": 3, ""D"": 3, ""A"": 2, ""N"": 4, ""P"": 2, ""^"": 3, "","": 1, ""T"": 1}"
HEAT x Yung Gunna out now!  ,28,6,1,5,16,1,1,1,1,1,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1}, ""ADJP"": {""IN"": 1}, ""FRAG"": {""NP#ADJP#ADVP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""^"": 2, ""G"": 1, ""V"": 1, ""T"": 1, ""R"": 1, "","": 1}"
VIDEO COMING SOON!  ,20,3,1,0,21,4,0,0,1,1,,"{""NP"": {""NNP#NNP#NNP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1, ""V"": 1, ""R"": 1, "","": 1}"
GET YOUR TICKETS NOW! INDIGOAT TOUR SUMMER 2019 featuring Tory Lanez $ex $ymbol Joyner Lucas & . ,97,17,1,9,20,4,1,3,1,1,,"{""NP"": {""JJ#NNS"": 1, ""NNP#NNP#NNP"": 1, ""$#CD"": 1, ""NP#ADJP"": 1, ""SYM"": 1, ""NP#NP"": 1}, ""VP"": {""VB#NP#ADVP"": 1, ""VBG#S"": 1, ""VBD#SBAR"": 1}, ""S"": {""VP#."": 1, ""NP#NP"": 1, ""VP#NP"": 1}, ""ADJP"": {""$#JJ"": 1}, ""SBAR"": {""S"": 1}}",0.0,1.0,0.0,"{""V"": 2, ""D"": 1, ""N"": 3, ""R"": 1, "","": 2, ""^"": 7, ""$"": 1, ""&"": 1}"
 YouTube Music ,15,2,1,0,20,1,1,1,1,1,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""N"": 1}"
'No Guidance' is out EVERYWHERE now! Spotify   iTunes  YouTube  ,64,9,5,4,17,4,0,0,3,0,,"{""NP"": {""DT#NNP"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VBZ#PP#ADVP"": 1}, ""S"": {""``#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.238,0.762,0.0,"{"","": 3, ""D"": 1, ""N"": 1, ""V"": 1, ""R"": 3, ""^"": 3}"
You got it girl  ,17,4,1,4,23,4,0,0,1,1,,"{""S"": {""NP#NP"": 1}, ""VP"": {""VBD#S"": 1}}",0.0,1.0,0.0,"{""O"": 2, ""V"": 1, ""N"": 1}"
INDIGOAT TOUR SUMMER 2019 featuring Tory Lanez $ex $ymbol Joyner Lucas & . Presales start 6/12 at 12pm local time!!!! ,118,20,1,9,16,4,1,3,1,1,,"{""NP"": {""NNP#NNP#NNP"": 1, ""$#CD"": 1, ""NP#ADJP"": 1, ""SYM"": 1, ""NP#NP"": 1, ""CD"": 1, ""CD#JJ#JJ#NN#NNS"": 1}, ""ADJP"": {""$#JJ"": 1}, ""S"": {""NP#NP"": 1, ""VP#NP"": 1}, ""VP"": {""VBG#S"": 1, ""VBD#SBAR"": 1, ""VBP#NP#PP"": 1}, ""SBAR"": {""S"": 1}}",0.0,1.0,0.0,"{""^"": 8, ""N"": 4, ""$"": 2, ""V"": 2, ""&"": 1, "","": 2, ""P"": 1, ""A"": 1}"
Stream  x Drizzy on all platforms now!!! ,41,7,1,3,19,4,0,1,1,1,,"{""NP"": {""NNP#NNP#NNP"": 1, ""DT#NNS"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""S"": {""NP#ADJP"": 1}}",0.0,1.0,0.0,"{""N"": 2, ""G"": 1, ""^"": 1, ""P"": 1, ""D"": 1, ""R"": 1, "","": 1}"
NO GUIDANCE OUT NOW!!! Stream on all platforms here: ,53,9,1,4,15,1,1,0,1,0,,"{""NP"": {""DT#NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NNS#RB"": 1, ""NP#PP#:"": 1}, ""ROOT"": {""NP"": 1}}",0.323,0.677,0.0,"{""D"": 2, ""N"": 3, ""P"": 2, ""R"": 2, "","": 2}"
RELEASES TODAY!!!!!!! SUMMER HAS OFFICIALLY STARTED!!!! ,56,6,1,1,22,4,1,0,1,0,,"{""VP"": {""VBZ"": 1}, ""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP#NNP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""N"": 3, "","": 2, ""V"": 2, ""R"": 1}"
,0,0,0,0,22,4,1,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,21,4,1,0,1,0,,{},0.0,0.0,0.0,{}
SUMMER TIME BOUT TO GET ALOT HOTTER!,36,7,1,5,15,4,1,0,0,0,,"{""VP"": {""VBP#S"": 1}}",0.0,1.0,0.0,"{""N"": 3, ""P"": 2, ""V"": 1, ""A"": 1, "","": 1}"
 ,1,0,1,0,21,4,0,0,1,1,,{},0.0,0.0,0.0,{}
,0,0,0,0,18,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,0,4,1,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,23,4,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,1,4,1,0,1,0,,{},0.0,0.0,0.0,{}
WOBBLE UP out now! ,19,4,1,3,18,4,0,0,1,0,,"{""PRT"": {""RP"": 1}, ""NP"": {""RB"": 1}, ""VP"": {""VB#PRT#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 1, ""T"": 2, ""R"": 1, "","": 1}"
Thank you for being patient! WOBBLE UP video world premiere!!! G-Eazy Mrs. Petty Hope yall love it.   ,102,17,2,8,14,1,1,2,1,0,,"{""NP"": {""NNP#NNP#JJ#NN#NN#NNP#NNP#NNP#NNP#NNP#NNP"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBG#ADJP"": 1, ""VB#NP#PP"": 1, ""VBP#NP"": 1}, ""S"": {""VP#."": 1}, ""PP"": {""IN#S"": 1}}",0.07,0.508,0.421,"{""V"": 4, ""O"": 3, ""P"": 1, ""N"": 5, "","": 3, ""T"": 1, ""G"": 1, ""^"": 1, ""A"": 1}"
FRONT AND BACK OF THE OFFICIAL INDIGO album double covers June 21st but with any possible delays JUNE 28th. ,108,19,1,10,20,1,1,0,0,0,,"{""NP"": {""NNP#CC#NNP"": 1, ""DT#NNP#NNP#NN"": 1, ""NNP#CD"": 1, ""DT#JJ#NNS"": 1, ""NP#NP"": 1}, ""PP"": {""CC#IN#NP"": 1}, ""ADVP"": {""JJ"": 1}, ""VP"": {""ADVP#VBZ#NP#PP"": 1}}",0.0,1.0,0.0,"{""N"": 5, ""&"": 2, ""R"": 1, ""P"": 2, ""D"": 2, ""A"": 4, ""^"": 2, ""$"": 1, "","": 1}"
Smile,5,1,1,0,19,4,1,0,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,0.0,1.0,"{""V"": 1}"
 ,1,0,1,0,18,4,0,0,1,1,,{},0.0,0.0,0.0,{}
,0,0,0,0,18,4,1,0,1,0,,{},0.0,0.0,0.0,{}
SQUAD!!!,8,1,1,0,18,1,1,0,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1, "","": 1}"
 is available everywhere now! ,30,4,1,2,19,4,0,0,1,1,,"{""ADJP"": {""JJ"": 1}, ""ADVP"": {""RB#RB"": 1}, ""VP"": {""VBZ#ADJP#ADVP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 1, ""A"": 1, ""R"": 2, "","": 1}"
,0,0,0,0,18,4,1,0,1,0,,{},0.0,0.0,0.0,{}
Stream  on Spotify now! ,24,4,1,2,19,4,0,1,1,1,,"{""NP"": {""NP#PP#ADVP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1, ""P"": 1, ""^"": 1, ""R"": 1, "","": 1}"
,0,0,0,0,20,4,1,0,1,0,,{},0.0,0.0,0.0,{}
ANGELS ARE REAL ,16,3,1,2,19,4,1,0,0,0,,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1, ""V"": 1, ""A"": 1}"
 is available everywhere now! ,30,4,1,2,18,4,0,0,1,1,,"{""ADJP"": {""JJ"": 1}, ""ADVP"": {""RB#RB"": 1}, ""VP"": {""VBZ#ADJP#ADVP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 1, ""A"": 1, ""R"": 2, "","": 1}"
SUMMERTIME!  ,13,1,1,0,3,4,0,0,1,1,,"{""VP"": {""VB"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""N"": 1, "","": 1}"
. KIDDO ,8,2,1,1,21,1,1,0,0,0,"🙏:1,🏽:1","{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 1}}",0.0,1.0,0.0,"{"","": 1, ""N"": 1}"
Stream  on Spotify now! ,24,4,1,2,18,4,0,1,1,1,,"{""NP"": {""NP#PP#ADVP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1, ""P"": 1, ""^"": 1, ""R"": 1, "","": 1}"
New single WOBBLE UP Featuring Mrs. Petty & G-Eazy is available everywhere now! VIDEO COMING SOON!  ,100,16,1,6,14,4,0,2,1,1,,"{""NP"": {""NNP#JJ#NNP#NNP#NNP#NNP#NNP#CC#NNP"": 1, ""NNP#NNP#NNP#."": 1}, ""ADJP"": {""JJ"": 1}, ""ADVP"": {""RB#RB"": 1}, ""VP"": {""VBZ#ADJP#ADVP"": 1}, ""ROOT"": {""NP"": 1}}",0.146,0.854,0.0,"{""A"": 4, ""N"": 2, ""P"": 1, ""V"": 3, ""^"": 2, ""&"": 1, ""R"": 3, "","": 2}"
,0,0,0,0,5,1,1,0,1,0,,{},0.0,0.0,0.0,{}
