fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
Are you freaking out?!?! Because I am!!!!!! Converse collab!  Bubble gum glitter high tops!,91,14,1,5,17,1,1,1,0,0,💕:3,"{""NP"": {""JJ#NN"": 2, ""JJ#NNS"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBG#NP"": 1, ""VBP#VP"": 1, ""VBG#SBAR"": 1, ""VBG#PRT#S"": 1, ""VBP#NP"": 1}, ""SBAR"": {""IN#S"": 1}, ""SQ"": {""VBP#NP#VP#."": 1}, ""ROOT"": {""SQ"": 1}}",0.15,0.591,0.259,"{""V"": 4, ""O"": 2, ""T"": 1, "","": 4, ""P"": 1, ""N"": 5, ""^"": 1}"
Look what I got!!!!!! The very 1st sample of my collection with Converse !!!!  I'm in loooooooooooooooove!!!!!!!!! They r even cuter in person BTW!,147,24,1,17,17,1,1,1,0,0,💕:4,"{""WHNP"": {""WP"": 1}, ""NP"": {""DT#ADJP#NN"": 1, ""JJ#NNS"": 1, ""NP#SBAR"": 1, ""RB#NN"": 1, ""NN#NN"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""VP"": {""VBP#PP"": 1, ""VBG#NP#PP"": 1, ""VBD#S"": 1, ""VB#SBAR"": 1, ""VBZ#NP"": 1}, ""S"": {""S#NP#VP#."": 1}, ""SBAR"": {""S"": 1, ""WHNP#S"": 1}}",0.0,0.825,0.175,"{""V"": 3, ""O"": 3, "","": 4, ""D"": 2, ""R"": 2, ""A"": 2, ""N"": 5, ""P"": 4, ""L"": 1, ""G"": 1}"
Damn. My man lookin hunky as fck! ,34,7,1,4,16,1,1,0,0,0,💕:2,"{""VP"": {""VBN"": 1, ""VBP#ADVP#PP"": 1}, ""S"": {""VP#."": 1}}",0.333,0.667,0.0,"{""!"": 1, "","": 2, ""D"": 1, ""N"": 2, ""V"": 1, ""A"": 1, ""P"": 1}"
Little dog!,11,2,1,1,16,1,1,0,0,0,,"{""NP"": {""JJ#NN#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""N"": 1, "","": 1}"
Long day made easier by a bad a$$ besties b-day gift! Less than a week!!! #1123   ,82,16,1,10,6,1,1,0,0,0,🌈:4,"{""NP"": {""JJ#NN"": 1, ""DT#JJ"": 1, ""DT#ADJP#NN"": 1, ""DT#NN#NN"": 1, ""##CD"": 1, ""NP#NP"": 1}, ""ADVP"": {""RBR"": 1, ""ADVP#PP"": 1}, ""QP"": {""$#CD#CD"": 1}, ""ADJP"": {""$#QP"": 1}, ""VP"": {""VBD#ADVP#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.164,0.515,0.321,"{""A"": 4, ""N"": 6, ""V"": 1, ""P"": 2, ""D"": 2, "","": 2, ""#"": 1}"
& it was alllll yellllllloooowwww ! Converse coming soon,56,9,1,5,1,1,1,1,0,0,,"{""NP"": {""SYM"": 1, ""NP#SBAR"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBD#ADJP"": 1, ""VBD"": 1, ""VBG#ADVP"": 1, ""VB#VP"": 1}, ""SBAR"": {""S"": 1}}",0.0,1.0,0.0,"{""&"": 1, ""O"": 1, ""V"": 3, ""D"": 1, ""N"": 1, "","": 1, ""R"": 1}"
Janice Freemann,15,2,1,0,16,1,0,4,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2}"
.Tegan and Sara thanks for the bad a$ t-shirt! Happy Hippie,59,11,1,6,16,1,1,2,0,0,,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 2}, ""NP"": {""NNP#CC#NNP#NNS"": 1, ""DT#JJ#DT"": 1, ""NP#ADJP#."": 1, ""JJ#NNP"": 1}, ""ADJP"": {""$#JJ"": 1}}",0.19,0.435,0.375,"{"","": 2, ""^"": 2, ""&"": 1, ""N"": 3, ""P"": 1, ""D"": 2, ""A"": 2}"
Early mornings made easy by this cute crew!,43,8,1,5,16,1,1,0,0,0,,"{""NP"": {""JJ#NNS"": 1, ""DT#JJ#NN"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBD#ADJP#PP"": 1}}",0.0,0.492,0.508,"{""A"": 3, ""N"": 2, ""V"": 1, ""P"": 1, ""D"": 1, "","": 1}"
Now you know! This IS   Janice Freeman  Ashland Craft and Brooke Simpson  !!! I couldn't go in to the lives feeling anymore confident than I do with these 3 gals by side!,170,32,1,18,16,1,1,3,0,1,,"{""NP"": {""DT"": 1, ""NNP#NNP#NNP#NNP#CC#NNP#NNP#NNP"": 1, ""DT#NNS"": 1, ""DT#CD#NNS"": 1, ""NP#VP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBP"": 1, ""VBP#PP#PP"": 1, ""VBG#ADJP#SBAR"": 1, ""VB#PRT#PP"": 1, ""MD#RB#VP"": 1, ""VBZ#NP"": 1}, ""S"": {""ADVP#NP#VP#."": 1}, ""PRT"": {""RP"": 1}, ""ADJP"": {""ADVP#JJ"": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 1}}",0.0,0.752,0.248,"{""R"": 2, ""O"": 4, ""V"": 6, "","": 3, ""^"": 6, ""&"": 1, ""P"": 5, ""D"": 2, ""N"": 3, ""A"": 1, ""$"": 1}"
 Happy Hippie The Voice! youth from Happy Hippie partners myfriendsplace and Seeds of Peace,91,14,1,4,3,1,1,5,0,1,,"{""NP"": {""NNP#NNP#NNP#NNP#."": 1, ""JJ#NNP#NNS"": 1, ""NN#CC#NNS"": 1, ""NP#NP"": 1}, ""ROOT"": {""NP"": 2}}",0.0,0.496,0.504,"{""A"": 2, ""N"": 7, ""D"": 1, "","": 1, ""P"": 2, ""&"": 1, ""^"": 1}"
Smiling thinking about how AWESOME rehearsals w  went today! So excited for y'all to see the Playoffs and finally know who I'm takin to Lives!,142,25,1,13,2,1,1,0,0,1,,"{""WHADVP"": {""WRB"": 1}, ""NP"": {""DT#NNPS"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBG#PP"": 1, ""VBG#S"": 1, ""VBD#NP"": 1, ""VBN#PP"": 1, ""VBP#VP"": 1, ""ADVP#VB#SBAR"": 1, ""VP#CC#VP"": 1}, ""S"": {""S#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""WHNP#S"": 2}, ""PP"": {""IN#SBAR"": 1}, ""ROOT"": {""ADJP"": 1}, ""ADJP"": {""RB#JJ"": 1, ""ADJP#PP#."": 1}, ""WHNP"": {""DT"": 1, ""WP"": 1}}",0.0,0.645,0.355,"{""V"": 7, ""P"": 5, ""R"": 3, ""A"": 2, ""N"": 3, "","": 2, ""O"": 2, ""D"": 1, ""&"": 1, ""L"": 1}"
,0,0,0,0,16,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Little dog says night night!,28,5,1,2,5,1,1,0,0,0,,"{""NP"": {""JJ#NN"": 1}, ""VP"": {""VBZ#NP#NP"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""N"": 3, ""V"": 1, "","": 1}"
Yes!!!!! Congrats Australia! Every step taken is one closer to World Peace! Love love love you! Proud to be Australian by association lol ,138,23,1,12,23,1,1,0,0,0,,"{""NP"": {""NNP#NNP#NNP#NNP#."": 1, ""NP#VP"": 1, ""CD"": 1, ""NN#NN"": 2}, ""ROOT"": {""NP"": 1, ""VP"": 1}, ""VP"": {""VBN"": 1, ""VBZ#ADJP"": 1, ""VBP#NP"": 1, ""VB#ADJP"": 1, ""VBN#S"": 1}, ""ADJP"": {""NP#JJR"": 1, ""ADJP#PP"": 1, ""JJ#PP"": 1}}",0.0,0.376,0.624,"{""!"": 3, "","": 4, ""^"": 3, ""D"": 1, ""N"": 2, ""V"": 6, ""$"": 1, ""R"": 1, ""P"": 3, ""O"": 1, ""A"": 2}"
When you remember The Voice is on tonight and tomorrow!  ,57,10,1,6,23,1,1,1,0,1,,"{""WHADVP"": {""WRB"": 1}, ""NP"": {""DT#NNP"": 1, ""NN#CC#NN"": 1}, ""VP"": {""VBP"": 1, ""VBZ#PP"": 1}, ""S"": {""SBAR#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1}}",0.0,1.0,0.0,"{""R"": 2, ""O"": 1, ""V"": 2, ""D"": 1, ""N"": 2, ""P"": 1, ""&"": 1, "","": 1}"
Yay Barbie! One step closer to Equality! We HAVE to normalize diversity!,72,12,1,7,21,1,1,0,0,0,,"{""NP"": {""NNP#NNP#."": 1, ""CD#NN"": 1}, ""ROOT"": {""NP"": 1, ""FRAG"": 1}, ""ADJP"": {""NP#JJR#PP"": 1}, ""FRAG"": {""ADJP#."": 1}, ""VP"": {""VBP#S"": 1}}",0.0,0.72,0.28,"{""!"": 1, ""^"": 1, "","": 3, ""$"": 1, ""N"": 3, ""R"": 1, ""P"": 2, ""O"": 1, ""V"": 2}"
Bust a move toooo yooooo tv's & watch The Voice tonight and tomorrow! It's the playoffs baby!  ! ,97,18,1,10,18,1,1,1,0,2,,"{""NP"": {""DT#NN#NN"": 1, ""JJ#NN#POS"": 1, ""NP#NP"": 2, ""DT#NNP"": 1, ""NP#CC#NP"": 1, ""NN#CC#NN"": 1, ""DT#NNS"": 1, ""NP#UCP"": 1}, ""VP"": {""VB#NP#NP"": 1, ""VBZ#NP"": 1}, ""S"": {""VP#."": 1}, ""ADJP"": {""FW#."": 1}, ""UCP"": {""ADJP"": 1}}",0.0,1.0,0.0,"{""V"": 2, ""D"": 3, ""N"": 7, ""R"": 1, ""!"": 1, ""&"": 2, "","": 3, ""L"": 1}"
My cute ass parents!,20,4,1,3,23,1,1,0,0,0,,"{""VP"": {""VBP#NP"": 1}}",0.431,0.227,0.341,"{""D"": 1, ""A"": 1, ""N"": 2, "","": 1}"
Love me some Cyndi! Thanks gurrrl,33,6,1,3,2,1,0,0,1,0,,"{""NP"": {""DT#NNP"": 1}, ""SQ"": {""VBD#NP#NP#."": 1}, ""ROOT"": {""SQ"": 1, ""NP"": 1}}",0.0,0.351,0.649,"{""V"": 1, ""O"": 1, ""D"": 1, ""^"": 1, "","": 1, ""N"": 2}"
,0,0,0,0,19,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Yassss  ! Last time Seattle elected a woman as mayor was in the '20s & she is an out lesbian determined to do great things! Awesome role model! Congrats! Happy Hippie,166,31,1,17,16,1,1,1,0,1,,"{""NP"": {""NNS#."": 2, ""JJ#NN#NN"": 1, ""NP#CC#NP"": 1, ""NP#VP"": 2, ""DT#ADJP#NN"": 1, ""JJ#NNS"": 1, ""NN#NN"": 1, ""JJ#NNP"": 1}, ""ROOT"": {""NP"": 3}, ""VP"": {""VBD#PP"": 1, ""VBN#NP#SBAR"": 1, ""VBN#S"": 1, ""VBZ#NP"": 1}, ""S"": {""VP#."": 1}, ""SBAR"": {""IN#S"": 1}, ""ADJP"": {""RB"": 1}}",0.0,0.549,0.451,"{""!"": 2, "","": 5, ""A"": 4, ""N"": 7, ""^"": 2, ""V"": 5, ""D"": 3, ""P"": 3, ""$"": 1, ""&"": 1, ""O"": 1, ""T"": 1}"
 you go girl! African American Trans Woman elected into US public office! Bad ass! Happy Hippie,95,16,1,6,16,1,1,1,0,1,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""NNP#JJ#NN"": 1, ""JJ#NNP"": 1}, ""VP"": {""VBP#NP"": 1, ""VBN#PP"": 1, ""VBP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.608,0.392,"{""O"": 1, ""V"": 2, ""N"": 4, "","": 3, ""^"": 5, ""P"": 1, ""A"": 3}"
Proud of progress! Happy Hippie  Congress = Progress,52,8,1,2,4,1,1,1,0,1,,"{""NP"": {""NP#PP#."": 1}, ""ROOT"": {""NP"": 1}, ""VP"": {""SYM#NP"": 1, ""VB#S"": 1}}",0.0,0.191,0.809,"{""A"": 2, ""P"": 1, ""N"": 3, "","": 2, ""^"": 1}"
Moriah!!! I am so proud of you! Please ignore my sweat  ,56,11,1,6,2,1,0,0,0,1,😹:1,"{""ADJP"": {""RB#JJ#PP"": 1}, ""VP"": {""VBP#ADJP"": 1, ""VBD#SBAR"": 1, ""VBP"": 1}, ""SBAR"": {""S"": 1}, ""ROOT"": {""SINV"": 1}, ""INTJ"": {""UH"": 1}, ""FRAG"": {""INTJ"": 1}, ""SINV"": {""FRAG#VP#NP"": 1}}",0.147,0.413,0.44,"{""^"": 1, "","": 2, ""O"": 2, ""V"": 3, ""R"": 1, ""A"": 1, ""P"": 1, ""D"": 1, ""N"": 1}"
When there is a new episode of The Voice on tonight!,52,11,1,7,2,1,1,1,0,1,,"{""WHADVP"": {""WRB"": 1}, ""NP"": {""EX"": 1, ""DT#JJ#NN"": 1, ""DT#NNP"": 1, ""RB"": 1}, ""VP"": {""VBZ#NP"": 1}, ""SBAR"": {""WHADVP#S"": 1}, ""FRAG"": {""SBAR#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""R"": 1, ""X"": 1, ""V"": 1, ""D"": 2, ""A"": 1, ""N"": 3, ""P"": 2, "","": 1}"
Brooke -  Im so impressed!!    Lets do this! ,45,8,1,5,1,1,0,0,0,1,"🌈:1,🌟:1","{""NP"": {""DT"": 1}, ""VP"": {""VBP#NP"": 1, ""VBD#SBAR"": 1}, ""S"": {""NP#ADVP#VP"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.552,0.448,"{""^"": 1, "","": 3, ""L"": 2, ""R"": 1, ""A"": 1, ""V"": 1, ""O"": 1}"
.Saturday Night Live performances are now available to watch worldwide!!   ,75,10,1,4,0,1,0,1,1,2,,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1}, ""NP"": {""NNP#NNP#NNP#NNS"": 1, ""JJ#NNS"": 1}, ""VP"": {""VBP#ADVP#ADJP"": 1}, ""ADJP"": {""JJ#S"": 1}}",0.0,1.0,0.0,"{"","": 2, ""^"": 1, ""N"": 2, ""V"": 3, ""R"": 1, ""A"": 2, ""P"": 1}"
,0,0,0,0,17,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,1,0,0,0,,{},0.0,0.0,0.0,{}
"l know it's tough to do when we lose someone we care about , I couldnt image not havin my mama.... I am so sorry ....",117,26,1,18,0,1,0,0,1,0,,"{""NP"": {""NP#SBAR"": 1}, ""WHADVP"": {""WRB"": 1}, ""VP"": {""VB#NP#RB#VP"": 1, ""VBP#SBAR"": 2, ""VBP#NP"": 1, ""VB#SBAR"": 1, ""VBZ#ADJP"": 1, ""VBP#ADJP"": 1}, ""S"": {""NP#VP#:#."": 1, ""NP#VP#:"": 1}, ""SBAR"": {""IN#,#S"": 1, ""S"": 2, ""WHADVP#S"": 1}, ""ADJP"": {""JJ#S"": 1, ""RB#JJ"": 1}}",0.219,0.663,0.118,"{""N"": 4, ""V"": 7, ""L"": 1, ""A"": 2, ""P"": 2, ""R"": 3, ""O"": 4, "","": 3, ""D"": 1}"
I'm sad to say my friend Jimmy's mother has passed away... sending him all the love in my heart ... Keep smilin Jimmy.....,122,23,1,14,0,1,1,0,0,0,,"{""NP"": {""NNP#POS"": 1, ""NP#NN"": 1, ""NP#SBAR"": 1, ""PDT#DT#NN"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBN#PRT"": 1, ""VBZ#VP"": 1, ""VBG#NP#NP"": 1, ""VBP#ADJP#:#S"": 1, ""VB#NP#NP"": 1}, ""S"": {""VP#:"": 1, ""S#:#S"": 1}, ""SBAR"": {""S"": 1}, ""ADJP"": {""JJ#S"": 1}}",0.102,0.656,0.243,"{""L"": 1, ""A"": 1, ""P"": 2, ""V"": 6, ""D"": 4, ""N"": 4, ""Z"": 1, ""R"": 1, "","": 3, ""O"": 1, ""^"": 1}"
Thanks to everybody lovin last nights performance and my new album ! Get it here  ,82,15,1,9,23,1,1,0,1,1,,"{""NP"": {""NN#JJ#JJ#NNS#NN"": 1, ""PRP$#JJ#NN"": 1, ""NP#CC#NP"": 1, ""NP#PP#."": 1}, ""ROOT"": {""NP"": 1}, ""VP"": {""VB#NP#ADVP"": 1}}",0.0,0.803,0.197,"{""N"": 5, ""P"": 1, ""V"": 2, ""A"": 2, ""&"": 1, ""D"": 1, "","": 1, ""O"": 1, ""R"": 1}"
You're sweeter than candy & better than any childhood dream....  Saturday Night Live !,86,14,1,6,20,1,1,1,0,1,,"{""NP"": {""JJR"": 1, ""DT#NN#NN"": 1, ""NP#CC#NP"": 1, ""NNP#NNP#NNP#."": 1}, ""VP"": {""VBP#NP"": 1}, ""S"": {""NP#VP#:#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.775,0.225,"{""L"": 1, ""A"": 2, ""P"": 2, ""N"": 3, ""&"": 1, ""D"": 1, ""V"": 2, "","": 2, ""^"": 1}"
"Price Is Right with "" Chris Hemsworth "" & my boo Liam Hemsworth ! Last night on Saturday Night Live",99,20,1,12,19,1,1,3,0,0,,"{""NP"": {""PRP$#NN#NNP#NNP"": 1, ""NP#CC#NP"": 1, ""JJ#NN"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VBZ#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 4, ""V"": 2, ""R"": 1, ""P"": 2, "","": 3, ""^"": 5, ""&"": 1, ""D"": 1, ""A"": 1}"
 from my latest album Younger Now last night on Saturday Night Live !,69,13,1,7,19,1,1,1,0,1,,"{""NP"": {""PRP$#JJS#NN"": 1, ""JJ#NN"": 1, ""NNP#NNP#NNP"": 1, ""NP#VP"": 1}, ""PP"": {""IN#NP#."": 1}, ""VP"": {""VBN#ADVP#NP#PP"": 1}, ""ROOT"": {""PP"": 1}}",0.0,1.0,0.0,"{""P"": 2, ""D"": 1, ""A"": 2, ""N"": 3, ""R"": 2, ""^"": 1, ""V"": 1, "","": 1}"
  Saturday Night Live,21,3,1,1,18,1,1,1,0,2,,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""N"": 1, ""V"": 1}"
Like the grass I've watched us grow.... I heard you reap only what you'll sow... how could I never let you know ....  !,119,24,1,16,17,3,0,0,1,1,,"{""VP"": {""VB"": 2, ""VBN#S"": 1, ""VBP#VP"": 1, ""ADVP#VB#S"": 1, ""VB#:#SBARQ"": 1, ""MD#VP"": 1, ""VB#SBAR"": 1, ""VBD#S"": 1}, ""S"": {""PP#NP#VP#:#."": 1, ""NP#VP#:#."": 1}, ""WHNP"": {""WP"": 1}, ""WHADVP"": {""WRB"": 1}, ""SQ"": {""MD#NP#VP"": 1}, ""SBARQ"": {""WHADVP#SQ"": 1}, ""SBAR"": {""ADVP#WHNP#S"": 1}}",0.0,0.878,0.122,"{""P"": 1, ""D"": 1, ""N"": 1, ""L"": 2, ""V"": 8, ""O"": 6, "","": 4, ""R"": 3}"
Check out  here! ,17,3,1,1,17,3,0,0,1,1,,"{""NP"": {""VB"": 1, ""RB"": 1}, ""PP"": {""IN"": 1}, ""FRAG"": {""NP#PP#NP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""T"": 1, ""R"": 1, "","": 1}"
I won't give up! No sir! When it gets rough! I get tough! I've had enough! Performance of  on Saturday Night Live ,114,22,1,15,17,3,0,1,1,1,,"{""NP"": {""DT#NN#."": 1, ""RB"": 1, ""NNP#NNP#NNP"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VB#PRT"": 1, ""MD#RB#VP"": 1, ""VBZ#ADJP"": 1, ""VBP#ADJP"": 1, ""VBN#NP"": 1, ""VBP#VP"": 1}, ""ROOT"": {""NP"": 2, ""FRAG"": 1}, ""WHADVP"": {""WRB"": 1}, ""ADJP"": {""JJ"": 2}, ""SBAR"": {""WHADVP#S"": 1}, ""FRAG"": {""SBAR#."": 1}, ""PP"": {""IN#PP"": 1}}",0.067,0.798,0.135,"{""O"": 3, ""V"": 6, ""T"": 1, "","": 5, ""!"": 1, ""N"": 3, ""R"": 1, ""A"": 3, ""L"": 1, ""P"": 2, ""^"": 1}"
Tune in NOW! Saturday Night Live,32,6,1,4,3,1,0,1,0,0,,"{""NP"": {""NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""V"": 2, ""P"": 1, ""R"": 1, "","": 1, ""^"": 1, ""N"": 1}"
watch Saturday Night Live tonight,33,5,1,1,23,1,1,1,0,0,,"{""NP"": {""NNP#NNP#NNP"": 1, ""RB"": 1}, ""VP"": {""VBP#NP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""V"": 2, ""^"": 1, ""N"": 1, ""R"": 1}"
Make sure you watch Saturday Night Live TONIGHT! ,49,8,1,4,23,1,1,1,0,1,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VBP#NP"": 1, ""VB#ADJP"": 1}, ""S"": {""VP#."": 1}, ""SBAR"": {""S"": 1}, ""ADJP"": {""JJ#SBAR"": 1}}",0.0,0.73,0.27,"{""V"": 3, ""A"": 1, ""O"": 1, ""^"": 1, ""N"": 1, ""R"": 1, "","": 1}"
""" I see trees and their colored leaves when I think about all that we could be ..... """,86,19,1,11,19,1,0,0,1,0,"🍁:1,🍂:1,🌾:1","{""NP"": {""PRP$#VBN#NNS"": 1, ""NP#CC#NP"": 1}, ""WHADVP"": {""WRB"": 1}, ""ADVP"": {""IN#DT"": 1}, ""VP"": {""VB"": 1, ""MD#VP"": 1, ""VBP#ADVP#SBAR"": 1, ""VBP#NP#SBAR"": 1}, ""SBAR"": {""IN#S"": 1, ""WHADVP#S"": 1}}",0.0,1.0,0.0,"{"","": 3, ""O"": 3, ""V"": 4, ""N"": 2, ""&"": 1, ""D"": 2, ""A"": 1, ""R"": 1, ""P"": 2}"
what do you guys think my second song choice for Saturday Night Live is?? ,74,14,1,9,19,1,0,1,0,1,,"{""WHNP"": {""WP"": 1}, ""NP"": {""PRP#NNS"": 1, ""PRP$#JJ#NN#NN"": 1, ""NNP#NNP#NNP"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VB#NP#SBAR"": 1}, ""SBAR"": {""IN#S"": 1}, ""SQ"": {""VBP#NP#VP"": 1}, ""SBARQ"": {""WHNP#SQ"": 1}, ""ROOT"": {""SBARQ"": 1}}",0.0,1.0,0.0,"{""O"": 2, ""V"": 4, ""N"": 4, ""D"": 1, ""A"": 1, ""P"": 1, ""^"": 1, "","": 1}"
Hangin w my gal Leslie Jones   Watch Saturday Night Live tonight!,65,11,1,4,18,1,1,2,0,0,💕:3,"{""ADJP"": {""JJ"": 1}, ""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VBP#NP"": 1}, ""SINV"": {""ADJP#VP#NP#NP#."": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""V"": 3, ""P"": 1, ""D"": 1, ""N"": 3, ""^"": 3, "","": 1}"
"Watch Saturday Night Live tonight!!!!! Had so much fun this week with LD, all the writers/cast , and of course maryellenmatthewsnyc ",132,21,1,14,18,1,1,1,0,0,💙:1,"{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""RB#JJ#NN"": 1, ""PDT#DT#NN"": 1, ""NP#,#NP#,"": 1, ""NN#NN"": 1}, ""PP"": {""PP#CC#PP"": 1}, ""VP"": {""VBD#NP#NP#PP"": 1}}",0.0,0.8,0.2,"{""V"": 3, ""^"": 2, ""N"": 6, ""R"": 2, "","": 3, ""A"": 1, ""D"": 2, ""P"": 2, ""X"": 1, ""&"": 1}"
Make sure you tune into Saturday Night Live tonight!  is HOSTING & I'm the MUSICAL GUEST! Don't miss it!,104,19,1,12,17,1,1,1,0,1,,"{""NP"": {""JJ#NN"": 1, ""NP#NP"": 1, ""SYM"": 1, ""DT#NNP#NNP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBP#PP"": 1, ""VB#ADJP"": 1, ""VBP#NP"": 1, ""VB#RB#VP"": 1}, ""S"": {""VP#."": 2}, ""SBAR"": {""S"": 2}, ""ADJP"": {""JJ#SBAR"": 1}, ""ROOT"": {""SQ"": 1}, ""SQ"": {""VBZ#NP#NP#."": 1}}",0.0,0.776,0.224,"{""V"": 6, ""A"": 2, ""O"": 2, ""P"": 1, ""^"": 1, ""N"": 3, ""R"": 1, "","": 3, ""&"": 1, ""L"": 1, ""D"": 1}"
Watch Saturday Night Live tonight  I'll be performing  live for the first time EVA!!!! (pic from rehearsal) ,108,17,1,9,16,1,1,1,0,2,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""RB"": 1, ""DT#JJ#NN#NNP#NNP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBG#ADVP#PP"": 1, ""VB#VP"": 1, ""MD#VP"": 1, ""NP#PRN"": 1}, ""SBAR"": {""S"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}}",0.0,1.0,0.0,"{""V"": 5, ""^"": 1, ""N"": 4, ""R"": 2, ""L"": 1, ""P"": 2, ""D"": 1, ""A"": 1, "","": 3}"
Taking over Saturday Night Live instagram!,42,6,1,2,16,1,1,1,0,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VBG#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 2, ""P"": 1, ""^"": 2, ""N"": 1, "","": 1}"
Feels like it was just the table read... and now the BIG DAY is here! Saturday Night Live,89,18,1,12,14,1,1,1,0,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""NNP#NNP#NNP"": 1}, ""ADVP"": {""RB#NP"": 1}, ""VP"": {""ADVP#VBN"": 1, ""VBD#VP"": 1, ""VBP#SBAR"": 1, ""VBZ#ADVP"": 1}, ""S"": {""S#:#CC#ADVP#S#."": 1}, ""SBAR"": {""S"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.859,0.141,"{""V"": 5, ""P"": 1, ""O"": 1, ""R"": 3, ""D"": 2, ""N"": 2, "","": 2, ""&"": 1, ""^"": 3}"
.jimmy fallon Love You Jimmy! The feeling is so mutual! I miss YOU...we ALL missed you last night! You always know how to make us smile :) ,139,27,1,17,14,1,0,1,1,0,🌈:1,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1}, ""NP"": {""JJ#NN"": 2}, ""S"": {""NP#NP"": 1, ""NP#ADVP#VP"": 1, ""S#:#S#."": 1}, ""VP"": {""VBZ#S"": 1, ""VBZ#ADJP"": 1, ""VBP#NP"": 2, ""VBD#NP#NP"": 1, ""VB#SBAR"": 1, ""ADVP#VBP#SBAR"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""WHADVP"": {""WRB"": 1}, ""SBAR"": {""S"": 1, ""WHADVP#S"": 1}}",0.113,0.553,0.334,"{"","": 5, ""^"": 3, ""V"": 6, ""O"": 7, ""D"": 1, ""N"": 3, ""R"": 3, ""A"": 2, ""X"": 1, ""P"": 1, ""E"": 1}"
