fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
"VIBHUTI This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",100,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Gizela Da Coneicao F This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",113,22,1,15,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 6, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Abhishek rai This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Suhash Patel This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Fearless Indian This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.861,0.139,"{""A"": 2, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Suhas pathare This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"RAF&RM This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",99,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 5, ""D"": 3, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Jr. This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",96,19,1,14,7,27,0,1,1,0,💚:2,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""FRAG"": {""NP#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@Sarvesh_Filmz This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",107,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Naveen Patel  This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Anamika Rai This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",104,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@ManishChille This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"BikeWale This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",101,19,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"sandeep murgai This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",107,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NN#NN#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Ranit Das This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",102,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""L"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Swpnl This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",98,19,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""V"": 6, ""D"": 3, ""N"": 4, "","": 3, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Jr. This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",96,19,1,14,7,27,0,1,1,0,💚:2,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""FRAG"": {""NP#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Naveen Patel  This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@ArunHaiNa This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",103,19,1,13,7,27,0,0,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Michael Timothy This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@IamRPatra This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",103,19,1,13,7,27,0,0,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"VIBHUTI This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",100,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Ravindra Sewani This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@unprediKKtaBle This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"aneesh This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",99,19,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Naveen Patel  This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Prerana Gupta This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"sakshamwalia This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""G"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"@BEINGHU2712 This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,19,1,13,7,27,0,0,1,0,,"{""NP"": {""CD"": 1, ""DT#NNP#NNP"": 1, ""NP#NP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"@unprediKKtaBle This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"MumbaiMarieJaan This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@PramodKandolkar This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",109,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"meghana  This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",101,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@PramodKandolkar This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",109,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"sakshamwalia This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""G"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Deepak Pal This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",103,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"Farhan Khan This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",104,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@Paglenikhil This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Ashutosh This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",101,19,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"kumar vishvas This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",106,20,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VBZ#S"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#VP"": 1, ""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""V"": 6, ""D"": 3, ""N"": 4, "","": 3, ""O"": 1, ""R"": 1, ""P"": 2}"
"@Osama_Iaden This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",105,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
" This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",93,18,1,13,7,27,0,1,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"@Arvindkhassiwal This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",109,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"@digvijaysing28 This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",108,19,1,13,7,27,0,0,1,0,,"{""NP"": {""JJ#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Modi Sena This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",102,20,1,15,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
"@abduIIah_omar This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",107,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"Real_Ashok This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",103,19,1,13,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"@Arvindchameleon This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",109,19,1,13,7,27,0,0,1,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#,#VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""@"": 1, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2, ""^"": 2}"
"INC India This Republic Day, remember, you do not need to wear a uniform to serve the country. Jai Ho ",102,20,1,14,7,27,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#S#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 4, ""D"": 3, ""N"": 4, "","": 3, ""V"": 5, ""O"": 1, ""R"": 1, ""P"": 2}"
